,InChIKey_simp,extracted_organism_name,extracted_compound_name,refDOI,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name,pairs
12,RGHHSNMVTDWUBI,montrichardia linifera,p-hydroxybenzaldehyde,10.11144_javeriana.sc19-3.mlab,87565-1,Montrichardia linifera,Montrichardia linifera (Arruda) Schott,Araceae,Species,Montrichardia linifera,Montrichardia linifera (Arruda) Schott,87565-1,Montrichardia,129697,Accepted,direct_wcvp_unique,Montrichardia linifera,Montrichardia liniferaRGHHSNMVTDWUBI
13,DNVZSDMHLPWULM,montrichardia linifera,steroids,10.11144_javeriana.sc19-3.mlab,87565-1,Montrichardia linifera,Montrichardia linifera (Arruda) Schott,Araceae,Species,Montrichardia linifera,Montrichardia linifera (Arruda) Schott,87565-1,Montrichardia,129697,Accepted,direct_wcvp_unique,Montrichardia linifera,Montrichardia liniferaDNVZSDMHLPWULM
14,AXNVHPCVMSNXNP,erigeron floribundus (kunth) sch.bip,saponins,10.24377_jnpd.article871,60473415-2,Erigeron floribundus,Erigeron floribundus (Kunth) Sch.Bip.,Asteraceae,Species,Erigeron floribundus,Erigeron floribundus (Kunth) Sch.Bip.,60473415-2,Erigeron,3105484,Accepted,direct_wcvp_unique,Erigeron floribundus,Erigeron floribundusAXNVHPCVMSNXNP
15,PFTAWBLQPZVEMU,protium spruceanum,catechins,10.20873_jbb.uft.cemaf.v10n1.menezes,128420-1,Protium spruceanum,Protium spruceanum (Benth.) Engl.,Burseraceae,Species,Protium spruceanum,Protium spruceanum (Benth.) Engl.,128420-1,Protium,2414341,Accepted,direct_wcvp_unique,Protium spruceanum,Protium spruceanumPFTAWBLQPZVEMU
16,ZLGIYFNHBLSMPS,protium spruceanum,resins,10.20873_jbb.uft.cemaf.v10n1.menezes,128420-1,Protium spruceanum,Protium spruceanum (Benth.) Engl.,Burseraceae,Species,Protium spruceanum,Protium spruceanum (Benth.) Engl.,128420-1,Protium,2414341,Accepted,direct_wcvp_unique,Protium spruceanum,Protium spruceanumZLGIYFNHBLSMPS
17,JPUKWEQWGBDDQB,pavonia malacophylla (link & otto) garcke,kaempferol 3-o-β-d-glucopyranoside,10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaJPUKWEQWGBDDQB
18,RXQVMRRNRHSOTC,pavonia malacophylla (link & otto) garcke,"5,7-dihydroxy-3,8,4'-trimethoxyflavone",10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaRXQVMRRNRHSOTC
19,AMVFDCTXPYHACR,pavonia malacophylla (link & otto) garcke,pheophytin b,10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaAMVFDCTXPYHACR
20,NITWSHWHQAQBAW,pavonia malacophylla (link & otto) garcke,methyl-4-hydroxycinnamate,10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaNITWSHWHQAQBAW
21,REFJWTPEDVJJIY,pavonia malacophylla (link & otto) garcke,"3,5,7,3',4'-pentahydroxyflavone",10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaREFJWTPEDVJJIY
22,MQYXUWHLBZFQQO,pavonia malacophylla (link & otto) garcke,lupeol,10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaMQYXUWHLBZFQQO
23,FDHFJXKRMIVNCQ,pavonia malacophylla (link & otto) garcke,pheophytin a,10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaFDHFJXKRMIVNCQ
24,IYRMWMYZSQPJKC,pavonia malacophylla (link & otto) garcke,"3,5,7,4'-tetrahydroxyflavone",10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaIYRMWMYZSQPJKC
25,OVFDXRVXQRNNCT,pavonia malacophylla (link & otto) garcke,"5,8-dihydroxy-7,4'-dimethoxyflavone",10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaOVFDXRVXQRNNCT
26,FSLPMRQHCOLESF,pavonia malacophylla (link & otto) garcke,α-amyrin,10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaFSLPMRQHCOLESF
27,MWKFXSUHUHTGQN,pavonia malacophylla (link & otto) garcke,decanol,10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaMWKFXSUHUHTGQN
28,JFSHUTJDVKUMTJ,pavonia malacophylla (link & otto) garcke,β-amyrin,10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaJFSHUTJDVKUMTJ
29,KZJWDPNRJALLNS,pavonia malacophylla (link & otto) garcke,β-sitosterol,10.21577_0100-4042.20250134,1045036-2,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,Malvaceae,Species,Pavonia malacophylla,Pavonia malacophylla (Link & Otto) Garcke,1045036-2,Pavonia,2548554,Accepted,direct_wcvp_unique,Pavonia malacophylla,Pavonia malacophyllaKZJWDPNRJALLNS
30,WSULSMOGMLRGKU,vernonanthura patens (kunth) h. rob,1 - bromo-octadecane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensWSULSMOGMLRGKU
31,GIUUCQVKMWBSRT,vernonanthura patens (kunth) h. rob,2 - bromo dodecane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensGIUUCQVKMWBSRT
32,YYGNTYWPHWGJRM,vernonanthura patens (kunth) h. rob,squalene,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensYYGNTYWPHWGJRM
33,HPDKJRSKBCPMIY,vernonanthura patens (kunth) h. rob,"heptadecane, 3-methyl-",10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensHPDKJRSKBCPMIY
34,DCAYPVUWAIABOU,vernonanthura patens (kunth) h. rob,hexadecane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensDCAYPVUWAIABOU
35,FAMPSKZZVDUYOS,vernonanthura patens (kunth) h. rob,α-caryophyllene,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensFAMPSKZZVDUYOS
36,LQERIDTXQFOHKA,vernonanthura patens (kunth) h. rob,nonadecane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensLQERIDTXQFOHKA
37,IUJAMGNYPWYUPM,vernonanthura patens (kunth) h. rob,hentriacontane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensIUJAMGNYPWYUPM
38,KMWHQYDMBYABKL,vernonanthura patens (kunth) h. rob,1-iodo-hexadecane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensKMWHQYDMBYABKL
39,CBFCDTFDPHXCNY,vernonanthura patens (kunth) h. rob,eicosane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensCBFCDTFDPHXCNY
40,YPPNOYRCEQRCHY,vernonanthura patens (kunth) h. rob,4-methyl-heptadecane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensYPPNOYRCEQRCHY
41,VZZCEMBCJSFMMD,vernonanthura patens (kunth) h. rob,"5,14-dibutyl-octadecane",10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensVZZCEMBCJSFMMD
42,ZLIOPNROBPMBFI,vernonanthura patens (kunth) h. rob,9-octyl-heptadecane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensZLIOPNROBPMBFI
43,RZJRJXONCZWCBN,vernonanthura patens (kunth) h. rob,octadecane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensRZJRJXONCZWCBN
44,MQYXUWHLBZFQQO,vernonanthura patens (kunth) h. rob,lupeol,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensMQYXUWHLBZFQQO
45,FONXOARHSFUBAN,vernonanthura patens (kunth) h. rob,"2,6,11-trimethyl-dodecane",10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensFONXOARHSFUBAN
46,NDJKXXJCMXVBJW,vernonanthura patens (kunth) h. rob,heptadecane,10.5772_28961,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_unique,Vernonanthura patens,Vernonanthura patensNDJKXXJCMXVBJW
