,extracted_organism_name,extracted_compound_name,accepted_name,accepted_name_w_author,InChIKey_simp,refDOI,pairs
12,centaurium,quinic acid,Centaurium,Centaurium Hill,AAWZDTNXLSGCEK,10.1016/j.phytochem.2017.04.005,Centaurium_AAWZDTNXLSGCEK
13,centaurium,swertiamarin,Centaurium,Centaurium Hill,HEYZWPRKKUGDCR,10.1016/j.phytochem.2017.04.005,Centaurium_HEYZWPRKKUGDCR
14,centaurium,apigenin,Centaurium,Centaurium Hill,KZNIFHPLKGYRTM,10.1016/j.phytochem.2017.04.005,Centaurium_KZNIFHPLKGYRTM
15,centaurium,sweroside,Centaurium,Centaurium Hill,VSJGJMKGNMDJCI,10.1016/j.phytochem.2017.04.005,Centaurium_VSJGJMKGNMDJCI
16,centaurium,eustomin,Centaurium,Centaurium Hill,SVEPSJMWTARFFE,10.1016/j.phytochem.2017.04.005,Centaurium_SVEPSJMWTARFFE
17,centaurium,naringenin,Centaurium,Centaurium Hill,FTVWIRXFELQLPI,10.1016/j.phytochem.2017.04.005,Centaurium_FTVWIRXFELQLPI
18,centaurium,kaempferol,Centaurium,Centaurium Hill,IYRMWMYZSQPJKC,10.1016/j.phytochem.2017.04.005,Centaurium_IYRMWMYZSQPJKC
19,centaurium,caffeic acid,Centaurium,Centaurium Hill,QAIPRVGONGVQAS,10.1016/j.phytochem.2017.04.005,Centaurium_QAIPRVGONGVQAS
20,centaurium,quercetin,Centaurium,Centaurium Hill,REFJWTPEDVJJIY,10.1016/j.phytochem.2017.04.005,Centaurium_REFJWTPEDVJJIY
21,centaurium,isoquercitrin,Centaurium,Centaurium Hill,OPJZLUXFQFQYAI,10.1016/j.phytochem.2017.04.005,Centaurium_OPJZLUXFQFQYAI
22,centaurium,methylbellidifolin,Centaurium,Centaurium Hill,GNSHHHWDGOHNPC,10.1016/j.phytochem.2017.04.005,Centaurium_GNSHHHWDGOHNPC
23,centaurium,demethyleustomin,Centaurium,Centaurium Hill,PFIUFQOJAPBLTQ,10.1016/j.phytochem.2017.04.005,Centaurium_PFIUFQOJAPBLTQ
24,centaurium,p-coumaric acid,Centaurium,Centaurium Hill,NGSWKAQJJWESNS,10.1016/j.phytochem.2017.04.005,Centaurium_NGSWKAQJJWESNS
25,centaurium,decussatin,Centaurium,Centaurium Hill,VYRIGRQQKUZPEX,10.1016/j.phytochem.2017.04.005,Centaurium_VYRIGRQQKUZPEX
26,centaurium,astragalin,Centaurium,Centaurium Hill,JPUKWEQWGBDDQB,10.1016/j.phytochem.2017.04.005,Centaurium_JPUKWEQWGBDDQB
27,centaurium,gentiopicrin,Centaurium,Centaurium Hill,DUAGQYUORDTXOR,10.1016/j.phytochem.2017.04.005,Centaurium_DUAGQYUORDTXOR
28,centaurium,sinapic acid,Centaurium,Centaurium Hill,PCMORTLOPMLEFB,10.1016/j.phytochem.2017.04.005,Centaurium_PCMORTLOPMLEFB
30,tamarindus indica l,hordenine,Tamarindus indica,Tamarindus indica L.,KUBCEEMXQZUPDQ,10.1021/bk-2009-1021.ch005,Tamarindus indica_KUBCEEMXQZUPDQ
46,cichorium intybus l,"3,4-dicaffeoylquinic acid",Cichorium intybus,Cichorium intybus L.,UFCLZKMFXSILNL,10.1155/2013/579319,Cichorium intybus_UFCLZKMFXSILNL
51,cichorium intybus l,malic acid,Cichorium intybus,Cichorium intybus L.,BJEPYKJPYRNKOW,10.1155/2013/579319,Cichorium intybus_BJEPYKJPYRNKOW
53,cichorium intybus l,oxalic acid,Cichorium intybus,Cichorium intybus L.,MUBZPKHOEPUJKR,10.1155/2013/579319,Cichorium intybus_MUBZPKHOEPUJKR
55,cichorium intybus l,"4,5-dicaffeoylquinic acid",Cichorium intybus,Cichorium intybus L.,UFCLZKMFXSILNL,10.1155/2013/579319,Cichorium intybus_UFCLZKMFXSILNL
59,cichorium intybus l,cyanidin-3-o-glucoside,Cichorium intybus,Cichorium intybus L.,YTMNONATNXDQJF,10.1155/2013/579319,Cichorium intybus_YTMNONATNXDQJF
64,cichorium intybus l,"1,4-dicaffeoylquinic acid",Cichorium intybus,Cichorium intybus L.,IYXQRCXQQWUFQV,10.1155/2013/579319,Cichorium intybus_IYXQRCXQQWUFQV
69,cichorium intybus l,4-caffeoylquinic acid,Cichorium intybus,Cichorium intybus L.,GYFFKZTYYAFCTR,10.1155/2013/579319,Cichorium intybus_GYFFKZTYYAFCTR
72,cichorium intybus l,kaempferol-7-o-glucoside,Cichorium intybus,Cichorium intybus L.,YPWHZCPMOQGCDQ,10.1155/2013/579319,Cichorium intybus_YPWHZCPMOQGCDQ
74,cichorium intybus l,"1,3-dicaffeoylquinic acid",Cichorium intybus,Cichorium intybus L.,YDDUMTOHNYZQPO,10.1155/2013/579319,Cichorium intybus_YDDUMTOHNYZQPO
78,cichorium intybus l,apigenin-7-o-glucoside,Cichorium intybus,Cichorium intybus L.,KMOUJOKENFFTPU,10.1155/2013/579319,Cichorium intybus_KMOUJOKENFFTPU
80,cichorium intybus l,shikimic acid,Cichorium intybus,Cichorium intybus L.,JXOHGGNKMLTUBP,10.1155/2013/579319,Cichorium intybus_JXOHGGNKMLTUBP
86,cichorium intybus l,artesin,Cichorium intybus,Cichorium intybus L.,BLUAFEHZUWYNDE,10.1155/2013/579319,Cichorium intybus_BLUAFEHZUWYNDE
87,cichorium intybus l,quinic acid,Cichorium intybus,Cichorium intybus L.,AAWZDTNXLSGCEK,10.1155/2013/579319,Cichorium intybus_AAWZDTNXLSGCEK
88,cichorium intybus l,kaempferol-3-o-sophoroside,Cichorium intybus,Cichorium intybus L.,LKZDFKLGDGSGEO,10.1155/2013/579319,Cichorium intybus_LKZDFKLGDGSGEO
90,cichorium intybus l,succinic acid,Cichorium intybus,Cichorium intybus L.,KDYFGRWQOYBRFD,10.1155/2013/579319,Cichorium intybus_KDYFGRWQOYBRFD
91,cichorium intybus l,cyanidin,Cichorium intybus,Cichorium intybus L.,VEVZSMAEJFVWIL,10.1155/2013/579319,Cichorium intybus_VEVZSMAEJFVWIL
94,cichorium intybus l,4-o-feruloylquinic acid,Cichorium intybus,Cichorium intybus L.,VTMFDSJJVNQXLT,10.1155/2013/579319,Cichorium intybus_VTMFDSJJVNQXLT
99,cichorium intybus l,cyanidin-3-o-galactoside,Cichorium intybus,Cichorium intybus L.,YTMNONATNXDQJF,10.1155/2013/579319,Cichorium intybus_YTMNONATNXDQJF
100,cichorium intybus l,"delphinidin 3,5-di-o-β-d-glucoside",Cichorium intybus,Cichorium intybus L.,ZQMDJECDLYTUCE,10.1155/2013/579319,Cichorium intybus_ZQMDJECDLYTUCE
109,isatis tinctoria l,isatan a,Isatis tinctoria,Isatis tinctoria L.,HZZHOGRFRUCYQW,10.3390/plants9030298,Isatis tinctoria_HZZHOGRFRUCYQW
119,zanthoxylum chalybeum engl,β-phellandrene,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,LFJQCDVYDGGFCH,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_LFJQCDVYDGGFCH
121,zanthoxylum chalybeum engl,"6-benzo (1, 3) dioxol-5-yl-hexa-2,5 dienoic acid isobutylamide",Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,SCSJJEHGLLDVAG,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_SCSJJEHGLLDVAG
122,zanthoxylum chalybeum engl,n-methylcorydine,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,CUVLJVFGKZBMSJ,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_CUVLJVFGKZBMSJ
123,zanthoxylum chalybeum engl,20-hydroxy-3-oxo-28-lupanoic acid,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,OWUOWYKFORUAIE,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_OWUOWYKFORUAIE
124,zanthoxylum chalybeum engl,fagaramide,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,WKWYNAMJWDRHBP,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_WKWYNAMJWDRHBP
126,zanthoxylum chalybeum engl,norchelerythrine,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,JGUNQXPMULKFNY,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_JGUNQXPMULKFNY
129,zanthoxylum chalybeum engl,lupanone,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,NLTVGCSJCAMTNB,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_NLTVGCSJCAMTNB
130,zanthoxylum chalybeum engl,cis-β-terpineol,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,RUJPNZNXGCHGID,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_RUJPNZNXGCHGID
138,zanthoxylum chalybeum engl,decanal,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,KSMVZQYAVGTKIV,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_KSMVZQYAVGTKIV
140,zanthoxylum chalybeum engl,6-acetonyldihydrochelerythrine,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,VGTQLFWIJIABSU,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_VGTQLFWIJIABSU
141,zanthoxylum chalybeum engl,lupeol,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,MQYXUWHLBZFQQO,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_MQYXUWHLBZFQQO
147,zanthoxylum chalybeum engl,trans-fagaramide,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,WKWYNAMJWDRHBP,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_WKWYNAMJWDRHBP
150,zanthoxylum chalybeum engl,berberine,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,YBHILYKTIRIUTE,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_YBHILYKTIRIUTE
151,zanthoxylum chalybeum engl,candicine,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,PTOJXIKSKSASRB,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_PTOJXIKSKSASRB
152,zanthoxylum chalybeum engl,trans-p-menth-2-en-1-ol,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,IZXYHAXVIZHGJV,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_IZXYHAXVIZHGJV
153,zanthoxylum chalybeum engl,cis-β-ocimene,Zanthoxylum chalybeum,Zanthoxylum chalybeum Engl.,IHPKGUQCSIINRJ,10.4102/jomped.v7i1.202,Zanthoxylum chalybeum_IHPKGUQCSIINRJ
158,verbascum songaricum schrenk,songarosaponin c,Verbascum songaricum,Verbascum songaricum Schrenk ex Fisch. & C.A.Mey.,QCTOOMMAXGMSIZ,10.3390/plants9091066,Verbascum songaricum_QCTOOMMAXGMSIZ
160,verbascum songaricum schrenk,verbascoside,Verbascum songaricum,Verbascum songaricum Schrenk ex Fisch. & C.A.Mey.,FBSKJMQYURKNSU,10.3390/plants9091066,Verbascum songaricum_FBSKJMQYURKNSU
163,verbascum songaricum schrenk,poliumoside,Verbascum songaricum,Verbascum songaricum Schrenk ex Fisch. & C.A.Mey.,YMWRMAOPKNYHMZ,10.3390/plants9091066,Verbascum songaricum_YMWRMAOPKNYHMZ
164,verbascum speciosum schrad,"(3β,5α)-stigmasta-7,25-dien-3-ol",Verbascum speciosum,Verbascum speciosum Schrad.,CMQUSRGUOMCHOZ,10.3390/plants9091066,Verbascum speciosum_CMQUSRGUOMCHOZ
165,verbascum speciosum schrad,oleic acid,Verbascum speciosum,Verbascum speciosum Schrad.,ZQPPMHVWECSIRJ,10.3390/plants9091066,Verbascum speciosum_ZQPPMHVWECSIRJ
166,verbascum speciosum schrad,palmitic acid,Verbascum speciosum,Verbascum speciosum Schrad.,IPCSVZSSVZVIGE,10.3390/plants9091066,Verbascum speciosum_IPCSVZSSVZVIGE
167,verbascum thapsus l,samioside,Verbascum thapsus,Verbascum thapsus L.,MYTQIOQLRFFFEC,10.3390/plants9091066,Verbascum thapsus_MYTQIOQLRFFFEC
170,verbascum thapsus l,jioglutolide,Verbascum thapsus,Verbascum thapsus L.,LKZXAOPEOQRJLJ,10.3390/plants9091066,Verbascum thapsus_LKZXAOPEOQRJLJ
171,verbascum thapsus l,picroside iv,Verbascum thapsus,Verbascum thapsus L.,AKYYFSOMEOHPPO,10.3390/plants9091066,Verbascum thapsus_AKYYFSOMEOHPPO
172,verbascum thapsus l,(+)-genipin,Verbascum thapsus,Verbascum thapsus L.,AZKVWQKMDGGDSV,10.3390/plants9091066,Verbascum thapsus_AZKVWQKMDGGDSV
173,verbascum thapsus l,martynoside,Verbascum thapsus,Verbascum thapsus L.,WLWAYPFRKDSFCL,10.3390/plants9091066,Verbascum thapsus_WLWAYPFRKDSFCL
174,verbascum thapsus l,leucosceptoside a,Verbascum thapsus,Verbascum thapsus L.,ZMYQRHSOVRDQDL,10.3390/plants9091066,Verbascum thapsus_ZMYQRHSOVRDQDL
178,verbascum thapsus l,leucosceptoside b,Verbascum thapsus,Verbascum thapsus L.,MVAABGYBPFHMAR,10.3390/plants9091066,Verbascum thapsus_MVAABGYBPFHMAR
180,verbascum thapsus l,isoverbascoside,Verbascum thapsus,Verbascum thapsus L.,FNMHEHXNBNCPCI,10.3390/plants9091066,Verbascum thapsus_FNMHEHXNBNCPCI
182,verbascum thapsus l,amentoflavone,Verbascum thapsus,Verbascum thapsus L.,YUSWMAULDXZHPY,10.3390/plants9091066,Verbascum thapsus_YUSWMAULDXZHPY
184,verbascum calvum boiss. & kotschy,ajugol,Verbascum calvum,Verbascum calvum Boiss. & Kotschy,VELYAQRXBJLJAK,10.3390/plants9091066,Verbascum calvum_VELYAQRXBJLJAK
185,verbascum calvum boiss. & kotschy,aucubin,Verbascum calvum,Verbascum calvum Boiss. & Kotschy,RJWJHRPNHPHBRN,10.3390/plants9091066,Verbascum calvum_RJWJHRPNHPHBRN
194,adenia glauca,rutin,Adenia glauca,Adenia glauca Schinz,IKGXIBQEEMLURG,10.3389/fphar.2025.1581659,Adenia glauca_IKGXIBQEEMLURG
195,adenia glauca,tetraphyllin b,Adenia glauca,Adenia glauca Schinz,JRCWYCAEAZEYNW,10.3389/fphar.2025.1581659,Adenia glauca_JRCWYCAEAZEYNW
197,adenia hondala,n-acetylgalactosamine,Adenia hondala,Adenia hondala (Gaertn.) W.J.de Wilde,OVRNDRQMDRJTHS,10.3389/fphar.2025.1581659,Adenia hondala_OVRNDRQMDRJTHS
198,adenia lobata,stigmasterol,Adenia lobata,Adenia lobata (Jacq.) Engl.,HCXVJBMSMIARIN,10.3389/fphar.2025.1581659,Adenia lobata_HCXVJBMSMIARIN
199,adenia lobata,d-mannitol,Adenia lobata,Adenia lobata (Jacq.) Engl.,FBPFZTCFMRRESA,10.3389/fphar.2025.1581659,Adenia lobata_FBPFZTCFMRRESA
200,adenia lobata,brucine,Adenia lobata,Adenia lobata (Jacq.) Engl.,RRKTZKIUPZVBMF,10.3389/fphar.2025.1581659,Adenia lobata_RRKTZKIUPZVBMF
201,adenia lobata,β-sitosterol,Adenia lobata,Adenia lobata (Jacq.) Engl.,KZJWDPNRJALLNS,10.3389/fphar.2025.1581659,Adenia lobata_KZJWDPNRJALLNS
202,adenia lobata,octacosanoic acid,Adenia lobata,Adenia lobata (Jacq.) Engl.,UTOPWMOLSKOLTQ,10.3389/fphar.2025.1581659,Adenia lobata_UTOPWMOLSKOLTQ
207,adenia lanceolata,lanceolin,Adenia lanceolata,Adenia lanceolata Engl.,NKUZBSSFPNODMD,10.3389/fphar.2025.1581659,Adenia lanceolata_NKUZBSSFPNODMD
208,adenia kirkii,volkensin,Adenia kirkii,Adenia kirkii (Mast.) Engl.,KQNNSYZQMSOOQH,10.3389/fphar.2025.1581659,Adenia kirkii_KQNNSYZQMSOOQH
209,adenia heterophylla,heterophyllin,Adenia heterophylla,Adenia heterophylla (Blume) Koord.,CBYLXVCMCVXUQQ,10.3389/fphar.2025.1581659,Adenia heterophylla_CBYLXVCMCVXUQQ
210,psidium guajava l,maslinic acid,Psidium guajava,Psidium guajava L.,MDZKJHQSJHYOHJ,10.14719/pst.2021.8.4.1334,Psidium guajava_MDZKJHQSJHYOHJ
220,psidium guajava l,alphitolic acid,Psidium guajava,Psidium guajava L.,PFCVZKFJHRCLCC,10.14719/pst.2021.8.4.1334,Psidium guajava_PFCVZKFJHRCLCC
221,psidium guajava l,germacrene-d,Psidium guajava,Psidium guajava L.,GAIBLDCXCZKKJE,10.14719/pst.2021.8.4.1334,Psidium guajava_GAIBLDCXCZKKJE
222,psidium guajava l,linalool,Psidium guajava,Psidium guajava L.,CDOSHBSSFJOMGT,10.14719/pst.2021.8.4.1334,Psidium guajava_CDOSHBSSFJOMGT
224,psidium guajava l,terminolic acid,Psidium guajava,Psidium guajava L.,IDQVFXZQPGAVAM,10.14719/pst.2021.8.4.1334,Psidium guajava_IDQVFXZQPGAVAM
225,psidium guajava l,cis-aconitic acid,Psidium guajava,Psidium guajava L.,GTZCVFVGUGFEME,10.14719/pst.2021.8.4.1334,Psidium guajava_GTZCVFVGUGFEME
226,psidium guajava l,1h-cycloprop[e]azulene,Psidium guajava,Psidium guajava L.,KITKOMRVEUKLLD,10.14719/pst.2021.8.4.1334,Psidium guajava_KITKOMRVEUKLLD
231,psidium guajava l,β-phellandrene,Psidium guajava,Psidium guajava L.,LFJQCDVYDGGFCH,10.14719/pst.2021.8.4.1334,Psidium guajava_LFJQCDVYDGGFCH
241,psidium guajava l,kaempferol,Psidium guajava,Psidium guajava L.,IYRMWMYZSQPJKC,10.14719/pst.2021.8.4.1334,Psidium guajava_IYRMWMYZSQPJKC
244,psidium guajava l,citric acid,Psidium guajava,Psidium guajava L.,KRKNYBCHXYNGOX,10.14719/pst.2021.8.4.1334,Psidium guajava_KRKNYBCHXYNGOX
250,psidium guajava l,germacrene d,Psidium guajava,Psidium guajava L.,GAIBLDCXCZKKJE,10.14719/pst.2021.8.4.1334,Psidium guajava_GAIBLDCXCZKKJE
254,psidium guajava l,α-thujene,Psidium guajava,Psidium guajava L.,KQAZVFVOEIRWHN,10.14719/pst.2021.8.4.1334,Psidium guajava_KQAZVFVOEIRWHN
263,psidium guajava l,α-fenchyl acetate,Psidium guajava,Psidium guajava L.,JUWUWIGZUVEFQB,10.14719/pst.2021.8.4.1334,Psidium guajava_JUWUWIGZUVEFQB
265,psidium guajava l,caryophyllenol,Psidium guajava,Psidium guajava L.,CIIYOYPOMGIECX,10.14719/pst.2021.8.4.1334,Psidium guajava_CIIYOYPOMGIECX
267,psidium guajava l,calarene,Psidium guajava,Psidium guajava L.,MBIPADCEHSKJDQ,10.14719/pst.2021.8.4.1334,Psidium guajava_MBIPADCEHSKJDQ
268,psidium guajava l,α-fenchol,Psidium guajava,Psidium guajava L.,IAIHUHQCLTYTSF,10.14719/pst.2021.8.4.1334,Psidium guajava_IAIHUHQCLTYTSF
270,psidium guajava l,glutamic acid,Psidium guajava,Psidium guajava L.,WHUUTDBJXJRKMK,10.14719/pst.2021.8.4.1334,Psidium guajava_WHUUTDBJXJRKMK
272,psidium guajava l,malonic acid,Psidium guajava,Psidium guajava L.,OFOBLEOULBTSOW,10.14719/pst.2021.8.4.1334,Psidium guajava_OFOBLEOULBTSOW
275,psidium guajava l,guanidoacetic acid,Psidium guajava,Psidium guajava L.,BPMFZUMJYQTVII,10.14719/pst.2021.8.4.1334,Psidium guajava_BPMFZUMJYQTVII
281,psidium guajava l,resorcinol,Psidium guajava,Psidium guajava L.,GHMLBKRAJCXXBS,10.14719/pst.2021.8.4.1334,Psidium guajava_GHMLBKRAJCXXBS
284,psidium guajava l,corilagin,Psidium guajava,Psidium guajava L.,TUSDEZXZIZRFGC,10.14719/pst.2021.8.4.1334,Psidium guajava_TUSDEZXZIZRFGC
295,psidium guajava l,6-methyl-5-hepten-2-one,Psidium guajava,Psidium guajava L.,UHEPJGULSIKKTP,10.14719/pst.2021.8.4.1334,Psidium guajava_UHEPJGULSIKKTP
300,psidium guajava l,valerenol,Psidium guajava,Psidium guajava L.,KIQXKOUFPHTUQS,10.14719/pst.2021.8.4.1334,Psidium guajava_KIQXKOUFPHTUQS
302,psidium guajava l,asparagine,Psidium guajava,Psidium guajava L.,DCXYFEDJOCDNAF,10.14719/pst.2021.8.4.1334,Psidium guajava_DCXYFEDJOCDNAF
306,psidium guajava l,brahmic acid,Psidium guajava,Psidium guajava L.,PRAUVHZJPXOEIF,10.14719/pst.2021.8.4.1334,Psidium guajava_PRAUVHZJPXOEIF
308,psidium guajava l,verbenone,Psidium guajava,Psidium guajava L.,DCSCXTJOXBUFGB,10.14719/pst.2021.8.4.1334,Psidium guajava_DCSCXTJOXBUFGB
309,psidium guajava l,chamigrene,Psidium guajava,Psidium guajava L.,LNWRUOUACRHZTL,10.14719/pst.2021.8.4.1334,Psidium guajava_LNWRUOUACRHZTL
313,psidium guajava l,esculin,Psidium guajava,Psidium guajava L.,XHCADAYNFIFUHF,10.14719/pst.2021.8.4.1334,Psidium guajava_XHCADAYNFIFUHF
315,psidium guajava l,serine,Psidium guajava,Psidium guajava L.,MTCFGRXMJLQNBG,10.14719/pst.2021.8.4.1334,Psidium guajava_MTCFGRXMJLQNBG
316,psidium guajava l,trans-aconitic acid,Psidium guajava,Psidium guajava L.,GTZCVFVGUGFEME,10.14719/pst.2021.8.4.1334,Psidium guajava_GTZCVFVGUGFEME
318,psidium guajava l,guavenoic acid,Psidium guajava,Psidium guajava L.,SFVOHAIMNZSMBM,10.14719/pst.2021.8.4.1334,Psidium guajava_SFVOHAIMNZSMBM
319,psidium guajava l,rutin,Psidium guajava,Psidium guajava L.,IKGXIBQEEMLURG,10.14719/pst.2021.8.4.1334,Psidium guajava_IKGXIBQEEMLURG
320,psidium guajava l,trans-pinocarveol,Psidium guajava,Psidium guajava L.,LCYXQUJDODZYIJ,10.14719/pst.2021.8.4.1334,Psidium guajava_LCYXQUJDODZYIJ
329,psidium guajava l,betulinic acid,Psidium guajava,Psidium guajava L.,QGJZLNKBHJESQX,10.14719/pst.2021.8.4.1334,Psidium guajava_QGJZLNKBHJESQX
330,psidium guajava l,pinocarvone,Psidium guajava,Psidium guajava L.,TZDMGBLPGZXHJI,10.14719/pst.2021.8.4.1334,Psidium guajava_TZDMGBLPGZXHJI
333,psidium guajava l,isoquinoline,Psidium guajava,Psidium guajava L.,AWJUIBRHMBBTKR,10.14719/pst.2021.8.4.1334,Psidium guajava_AWJUIBRHMBBTKR
335,psidium guajava l,3-sinapoylquinic acid,Psidium guajava,Psidium guajava L.,DTJWTKVKHOJHJK,10.14719/pst.2021.8.4.1334,Psidium guajava_DTJWTKVKHOJHJK
341,psidium guajava l,myristicin,Psidium guajava,Psidium guajava L.,BNWJOHGLIBDBOB,10.14719/pst.2021.8.4.1334,Psidium guajava_BNWJOHGLIBDBOB
343,psidium guajava l,hesperetin,Psidium guajava,Psidium guajava L.,AIONOLUJZLIMTK,10.14719/pst.2021.8.4.1334,Psidium guajava_AIONOLUJZLIMTK
344,psidium guajava l,lupeol,Psidium guajava,Psidium guajava L.,MQYXUWHLBZFQQO,10.14719/pst.2021.8.4.1334,Psidium guajava_MQYXUWHLBZFQQO
348,psidium guajava l,xanthine,Psidium guajava,Psidium guajava L.,LRFVTYWOQMYALW,10.14719/pst.2021.8.4.1334,Psidium guajava_LRFVTYWOQMYALW
350,psidium guajava l,syringic acid,Psidium guajava,Psidium guajava L.,JMSVCTWVEWCHDZ,10.14719/pst.2021.8.4.1334,Psidium guajava_JMSVCTWVEWCHDZ
351,psidium guajava l,maleic acid,Psidium guajava,Psidium guajava L.,VZCYOOQTPOCHFL,10.14719/pst.2021.8.4.1334,Psidium guajava_VZCYOOQTPOCHFL
352,psidium guajava l,isoquercitrin,Psidium guajava,Psidium guajava L.,OPJZLUXFQFQYAI,10.14719/pst.2021.8.4.1334,Psidium guajava_OPJZLUXFQFQYAI
357,psidium guajava l,"2,6-dimethoxylcymene",Psidium guajava,Psidium guajava L.,AHQDITQEFNYPIX,10.14719/pst.2021.8.4.1334,Psidium guajava_AHQDITQEFNYPIX
360,psidium guajava l,3-hydroxybutyric acid,Psidium guajava,Psidium guajava L.,WHBMMWSBFZVSSR,10.14719/pst.2021.8.4.1334,Psidium guajava_WHBMMWSBFZVSSR
361,psidium guajava l,acetic acid,Psidium guajava,Psidium guajava L.,QTBSBXVTEAMEQO,10.14719/pst.2021.8.4.1334,Psidium guajava_QTBSBXVTEAMEQO
367,psidium guajava l,muuroladiene,Psidium guajava,Psidium guajava L.,YBEONGKDMARZSS,10.14719/pst.2021.8.4.1334,Psidium guajava_YBEONGKDMARZSS
372,psidium guajava l,3-hexenol,Psidium guajava,Psidium guajava L.,UFLHIIWVXFIJGU,10.14719/pst.2021.8.4.1334,Psidium guajava_UFLHIIWVXFIJGU
374,ophiorrhiza,camptothecin,Ophiorrhiza,Ophiorrhiza L.,VSJKWCGYPAHWDS,10.3390/molecules25112611,Ophiorrhiza_VSJKWCGYPAHWDS
377,hippophae rhamnoides,anthocyanins,Hippophae rhamnoides,Hippophae rhamnoides L.,NWKFECICNXDNOQ,10.24193/subbchem.2019.4.15,Hippophae rhamnoides_NWKFECICNXDNOQ
379,hippophae rhamnoides,carotenoids,Hippophae rhamnoides,Hippophae rhamnoides L.,FLFJZZNKVVNCFQ,10.24193/subbchem.2019.4.15,Hippophae rhamnoides_FLFJZZNKVVNCFQ
381,prunus armeniaca,anthocyanins,Prunus armeniaca,Prunus armeniaca L.,NWKFECICNXDNOQ,10.24193/subbchem.2019.4.15,Prunus armeniaca_NWKFECICNXDNOQ
