,extracted_organism_name,extracted_compound_name,accepted_name,accepted_name_w_author,InChIKey_simp,refDOI
17,bagassa guianensis aubl,steppogenin,Bagassa guianensis,Bagassa guianensis Aubl.,QBLQLKNOKUHRCH,10.1016/J.PHYTOCHEM.2010.06.020
18,bagassa guianensis aubl,dihydromorin,Bagassa guianensis,Bagassa guianensis Aubl.,QIWOFDHUQPJCJF,10.1016/J.PHYTOCHEM.2010.06.020
19,bagassa guianensis aubl,artogomezianol,Bagassa guianensis,Bagassa guianensis Aubl.,JABUEXRBDJUPEK,10.1016/J.PHYTOCHEM.2010.06.020
20,bagassa guianensis aubl,trans-resveratrol,Bagassa guianensis,Bagassa guianensis Aubl.,LUKBXSAWLPMMSZ,10.1016/J.PHYTOCHEM.2010.06.020
21,bagassa guianensis aubl,trans-oxyresveratrol,Bagassa guianensis,Bagassa guianensis Aubl.,PDHAOJSHSJQANO,10.1016/J.PHYTOCHEM.2010.06.020
22,bagassa guianensis aubl,moracin n,Bagassa guianensis,Bagassa guianensis Aubl.,WBSCSIABHGPAMC,10.1016/J.PHYTOCHEM.2010.06.020
23,bagassa guianensis aubl,β-sitosterol,Bagassa guianensis,Bagassa guianensis Aubl.,KZJWDPNRJALLNS,10.1016/J.PHYTOCHEM.2010.06.020
24,bagassa guianensis aubl,resorcinol,Bagassa guianensis,Bagassa guianensis Aubl.,GHMLBKRAJCXXBS,10.1016/J.PHYTOCHEM.2010.06.020
25,colubrina greggii var. yucatanensis,discarine b,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,SCJZVYYNGPHJMK,10.1590/S0103-50532011000700013
26,colubrina greggii var. yucatanensis,betulinic acid,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,QGJZLNKBHJESQX,10.1590/S0103-50532011000700013
27,colubrina greggii var. yucatanensis,chrysophanein,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,QKPDYSSHOSPOKH,10.1590/S0103-50532011000700013
28,colubrina greggii var. yucatanensis,ceanothic acid,Colubrina yucatanensis,Colubrina yucatanensis (M.C.Johnst.) G.L.Nesom,WLCHQSHZHFLMJH,10.1590/S0103-50532011000700013
29,elaeodendron croceum,naringenin,Elaeodendron croceum,Elaeodendron croceum (Thunb.) DC.,FTVWIRXFELQLPI,10.1080/14786410903052399
30,elaeodendron croceum,11α-hydroxy-β-amyrin,Elaeodendron croceum,Elaeodendron croceum (Thunb.) DC.,UBUHIKQRNDOKCZ,10.1080/14786410903052399
31,elaeodendron croceum,tingenone,Elaeodendron croceum,Elaeodendron croceum (Thunb.) DC.,WSTYNZDAOAEEKG,10.1080/14786410903052399
32,forsythia suspensa,syringic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,JMSVCTWVEWCHDZ,10.1155/2014/304830
33,forsythia suspensa,vanillic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,WKOLLVMJNQIZCI,10.1155/2014/304830
34,forsythia suspensa,benzoic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,WPYMKLBDIGXBTP,10.1155/2014/304830
35,forsythia suspensa,trans-ferulic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,KSEBMYQBYZTDHS,10.1155/2014/304830
36,forsythia suspensa,betulinic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,QGJZLNKBHJESQX,10.1155/2014/304830
37,forsythia suspensa,taraxasterol acetate,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,SFEUTIOWNUGQMZ,10.1155/2014/304830
38,forsythia suspensa,p-hydroxyphenylacetic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,XQXPVVBIMDBYFF,10.1155/2014/304830
39,forsythia suspensa,β-sitosterol,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,KZJWDPNRJALLNS,10.1155/2014/304830
40,forsythia suspensa,hydroxytyrosol,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,JUUBCHWRXWPFFH,10.1155/2014/304830
41,forsythia suspensa,ψ-taraxasterol,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,NGFFRJBGMSPDMS,10.1155/2014/304830
42,forsythia suspensa,"3,4-dimethoxybenzoic acid",Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,DAUAQNGYDSHRET,10.1155/2014/304830
43,forsythia suspensa,β-amyrin acetate,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,UMRPOGLIBDXFNK,10.1155/2014/304830
44,forsythia suspensa,phillyrin,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,KFFCKOBAHMGTMW,10.1155/2014/304830
45,forsythia suspensa,adoxosidic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,XJOPDXRZTFGTIW,10.1155/2014/304830
46,forsythia suspensa,protocatechualdehyde,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,IBGBGRVKPALMCQ,10.1155/2014/304830
47,forsythia suspensa,p-hydroxybenzoic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,FJKROLUGYXJWQN,10.1155/2014/304830
48,forsythia suspensa,quercetin,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,REFJWTPEDVJJIY,10.1155/2014/304830
49,forsythia suspensa,caffeic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,QAIPRVGONGVQAS,10.1155/2014/304830
50,forsythia suspensa,esculetin,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,ILEDWLMCKZNDJK,10.1155/2014/304830
51,forsythia suspensa,acetyl oleanolic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,RIXNFYQZWDGQAE,10.1155/2014/304830
52,forsythia suspensa,"(6s,9r)-roseoside",Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,SWYRVCGNMNAFEK,10.1155/2014/304830
53,forsythia suspensa,p-tyrosol,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,YCCILVSKPBXVIP,10.1155/2014/304830
54,forsythia suspensa,stigmasterol,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,HCXVJBMSMIARIN,10.1155/2014/304830
55,forsythia suspensa,forsythoside d,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,PESJTXLXMMWKDK,10.1155/2014/304830
56,forsythia suspensa,2-furancarboxylic acid,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,SMNDYUVBFMFKNZ,10.1155/2014/304830
57,forsythia suspensa,salidroside,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,ILRCGYURZSFMEG,10.1155/2014/304830
58,forsythia suspensa,methyl-α-d-glucopyranoside,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,HOVAGTYPODGVJG,10.1155/2014/304830
59,forsythia suspensa,p-hydroxyphenylacetic acid methyl ester,Forsythia suspensa,Forsythia suspensa (Thunb.) Vahl,XGDZEDRBLVIUMX,10.1155/2014/304830
60,ginkgo biloba,shikimic acid,Ginkgo biloba,Ginkgo biloba L.,JXOHGGNKMLTUBP,10.1007/S11306-009-0195-X
61,ginkgo biloba,bilobalide,Ginkgo biloba,Ginkgo biloba L.,MOLPUWBMSBJXER,10.1007/S11306-009-0195-X
62,ginkgo biloba,"3,4-dihydroxybenzoic acid",Ginkgo biloba,Ginkgo biloba L.,YQUVCSBJEUQKSH,10.1007/S11306-009-0195-X
63,citrus depressa,nobiletin,Citrus × depressa,Citrus × depressa Hayata,MRIAQLRQZPPODS,10.3892/IJO.2015.2946
64,citrus reticulate,nobiletin,Citrus reticulata,Citrus reticulata Blanco,MRIAQLRQZPPODS,10.3892/IJO.2015.2946
65,scutellaria baicalensis,skullcapflavone i,Scutellaria baicalensis,Scutellaria baicalensis Georgi,CZRGNFVQUYWGKP,10.1186/1742-6405-2-12
66,scutellaria baicalensis,skullcapflavone ii,Scutellaria baicalensis,Scutellaria baicalensis Georgi,GMQFOKBGMKVUQZ,10.1186/1742-6405-2-12
67,scutellaria baicalensis,baicalein,Scutellaria baicalensis,Scutellaria baicalensis Georgi,FXNFHKRTJBSTCS,10.1186/1742-6405-2-12
